,opentime,open,high,low,close,volume,closetime,quote_asset_volume,num_of_trades,taker_by_base,taker_buy_quote,ignore,id
129,1557468000000,175.03,178.43,170.52,177.27,380681.37501,1557554399999,66493187.15273341,125896,196736.89738,34376378.0987811,0,
130,1557554400000,177.26,205.23,175.8,197.34,961703.33619,1557640799999,184059719.6530354,265092,498336.75621,95351511.0822084,0,
131,1557640800000,197.27,204.32,181.0,189.55,724604.94299,1557727199999,138164664.3814052,204569,362400.5925,69101589.9711291,0,
132,1557727200000,189.57,213.07,186.0,207.04,815718.30695,1557813599999,162774952.39107698,231590,426174.96319000004,85081560.03271261,0,
133,1557813600000,207.09,238.42,200.2,238.2,845267.0286099999,1557935999999,180514456.1514479,241087,443217.79449,94816018.7022483,0,
134,1557936000000,238.3,279.76,235.76,277.32,1558622.1587800002,1558022399999,398404445.9753402,480999,804747.07654,205761058.89398748,0,
135,1558022400000,277.47,278.28,223.96,229.8,1704024.47706,1558108799999,423066030.1159126,572277,858567.24988,213375539.99753252,0,
136,1558108800000,229.78,248.0,223.43,238.66,850642.57835,1558195199999,201413350.31089568,305702,438607.38674,103920606.9375237,0,
137,1558195200000,238.59,259.5,231.77,254.71,819159.81403,1558281599999,202687732.0328942,272987,424648.26758,105050814.5107784,0,
138,1558281600000,254.75,264.0,238.0,247.92,645149.2308,1558367999999,161719144.22904998,241219,330063.04778,82781115.4194892,0,
139,1558368000000,247.85,256.1,243.38,250.34,528622.82617,1558454399999,132404679.1998705,212539,272965.40557000006,68371587.1055988,0,
140,1558454400000,250.35,262.0,249.28,255.16,566269.99568,1558540799999,144397851.9178096,211736,287198.78697,73259334.24208231,0,
141,1558540800000,255.22,255.88,231.1,241.93,712960.6344600001,1558627199999,172684372.0463661,235509,358766.57051,86862429.1709989,0,
142,1558627200000,241.94,253.7,238.28,251.68,474606.65880000003,1558713599999,116961440.8020921,172830,243521.74276,60025060.8097141,0,
143,1558713600000,251.55,257.33,245.66,250.93,388589.87283999997,1558799999999,97776152.6308073,148566,195794.1598,49274694.927733704,0,
144,1558800000000,250.9,252.3,245.11,248.62,242235.17028000002,1558886399999,60216446.8597198,97258,123643.73241999999,30738014.778425403,0,
145,1558886400000,248.58,272.97,247.0,269.25,624661.71377,1558972799999,165053099.3354075,231281,320387.44422,84688643.3906188,0,
146,1558972800000,269.34,279.59,260.0,270.75,569009.41555,1559059199999,153029770.82994992,228842,292494.00101,78680427.1087252,0,
147,1559059200000,270.74,275.95,260.05,271.7,426188.06796,1559145599999,114617246.81838089,187649,217577.58435000002,58543116.140155695,0,
148,1559145600000,271.59,287.83,266.6,286.7,626012.1086500001,1559231999999,174810093.95280993,228827,334803.62109000003,93482524.9053703,0,
149,1559232000000,286.7,288.62,240.14,257.5,974857.60135,1559318399999,253030920.45035654,368595,477579.60176000005,123942470.8861114,0,
150,1559318400000,257.51,275.5,254.24,265.69,458236.43406,1559404799999,121958801.66639271,197612,246716.82571,65657193.6879749,0,
151,1559404800000,265.68,273.2,261.16,267.83,380201.10387,1559491199999,101635199.448551,156950,200766.33766999998,53647992.6237423,0,
152,1559491200000,267.82,270.7,255.0,259.59,352038.19917000004,1559577599999,92869478.8048214,166163,178870.85898999998,47195724.2771762,0,
153,1559577600000,259.51,261.98,241.0,248.84,491405.2878,1559663999999,122433108.9706957,224987,261569.67545,65119809.9221742,0,
154,1559664000000,248.86,250.12,234.39,238.96,487692.26535,1559750399999,117760119.3756295,227469,253901.88861999998,61315687.39209171,0,
155,1559750400000,238.84,250.41,238.65,243.02,272262.88431,1559836799999,66612293.6125355,142155,145402.44410000002,35576854.7693254,0,
156,1559836800000,243.03,250.84,235.01,248.5,397483.54255,1559923199999,97499660.02286589,167107,211979.79822,52016680.05754899,0,
157,1559923200000,248.51,253.28,241.21,241.98,228386.68904,1560013259999,56756328.832751,123750,112890.03435999999,28054791.64762,0,
158,1560013260000,241.91,244.53,228.32,231.13,283698.75320000004,1560099659999,67542505.18124041,132757,135480.22464,32323049.236815203,0,
159,1560099660000,231.19,245.63,226.56,243.61,345680.91213,1560186059999,81524950.4000809,170200,176049.55000000002,41523664.2214438,0,
160,1560186060000,243.58,247.8,236.49,242.49,242250.23997,1560272459999,58701304.2579273,133243,125184.39927,30330015.8496765,0,
161,1560272460000,242.42,259.0,241.0,257.18,289958.04663999996,1560358859999,72016577.7062465,154505,160673.50044,39920040.2684542,0,
162,1560358860000,257.18,262.98,252.15,258.63,293355.45607,1560445259999,75800566.13457301,155601,154451.20447,39926492.2159165,0,
163,1560445260000,258.65,261.38,251.75,254.17,324476.44894000003,1560531659999,83084728.3959498,179817,165065.94700000001,42262500.7081466,0,
164,1560531660000,254.11,272.27,253.99,270.09,313118.89358000003,1560618059999,82359863.137776,161322,169019.56424,44469388.28221859,0,
165,1560618060000,270.09,277.06,265.57,272.08,425419.39582,1560704459999,115143873.4632491,189467,226821.03482,61390917.31643531,0,
166,1560704460000,272.08,276.0,263.31,270.66,358709.69193,1560790859999,96597981.2335828,186949,182249.45582,49083243.7456503,0,
167,1560790860000,270.6,274.67,263.69,264.24,334730.5708,1560877259999,89968652.2707828,198981,177362.41155999998,47672916.818027996,0,
168,1560877260000,264.12,270.0,261.45,267.09,230058.13398,1560963659999,61194664.54324481,121093,113993.59182,30348443.654392697,0,
169,1560963660000,267.02,270.72,265.71,268.14,173262.07203,1561050059999,46430322.4321104,110736,87092.57269,23343683.640126698,0,
170,1561050060000,268.13,291.27,267.01,289.32,472625.02365,1561136459999,133179359.3228305,226971,247111.2421,69676180.0094472,0,
171,1561136460000,289.32,314.39,288.0,309.71,709004.95159,1561222859999,214942699.6389189,316230,367982.54339,111594763.53358419,0,
172,1561222860000,309.71,319.35,301.24,310.9,420787.88872000005,1561309259999,130949374.4813857,240904,211374.36959999998,65811312.8735844,0,
173,1561309260000,310.89,321.7,298.0,312.34,428601.67176,1561395659999,132411595.1148101,232129,223301.4747,69057982.4457471,0,
174,1561395660000,312.36,316.19,306.04,309.65,310288.43004,1561482059999,96864416.818515,163304,166789.04881,52090695.0317925,0,
175,1561482060000,309.67,358.7,308.32,355.31,712102.95194,1561568459999,237243437.232303,351352,374065.64986,124574645.2730572,0,
176,1561568460000,355.64,366.8,296.12,297.33,1093562.6822499998,1561654859999,356809511.3304833,498971,553470.27333,180750052.6598907,0,
177,1561654860000,297.12,313.22,280.01,307.54,721168.05115,1561741259999,216323088.1761204,329202,371609.72892,111575526.8250839,0,
